"Index","Value"
2017-06-04 16:35:00,99.6862824
2017-06-04 16:45:00,99.7513161
2017-06-04 16:55:00,99.81974775
2017-06-04 17:05:00,99.8934591
2017-06-04 17:15:00,99.9574051
2017-06-04 17:25:00,100.0231629
2017-06-04 17:35:00,100.08197225
2017-06-04 17:45:00,100.1546725
2017-06-04 17:55:00,100.20965
2017-06-04 18:05:00,100.26173175
2017-06-04 18:15:00,100.30860645
2017-06-04 18:25:00,100.3510685
2017-06-04 18:35:00,100.39469125
2017-06-04 18:45:00,100.44185425
2017-06-04 18:55:00,100.4725966
2017-06-04 19:05:00,100.4939365
2017-06-04 19:15:00,100.53191375
2017-06-04 19:25:00,100.56106705
2017-06-04 19:35:00,100.5750281
2017-06-04 19:45:00,100.59593375
2017-06-04 19:55:00,100.600779
2017-06-04 20:05:00,100.6125738
2017-06-04 20:15:00,100.61727375
2017-06-04 20:25:00,100.61220925
2017-06-04 20:35:00,100.6098237
2017-06-04 20:45:00,100.6032399
2017-06-04 20:55:00,100.5894935
2017-06-04 21:05:00,100.58001985
2017-06-04 21:15:00,100.56627675
2017-06-04 21:25:00,100.5359658
2017-06-04 21:35:00,100.51455125
2017-06-04 21:45:00,100.48381025
2017-06-04 21:55:00,100.44619375
2017-06-04 22:05:00,100.4101687
2017-06-04 22:15:00,100.3675628
2017-06-04 22:25:00,100.32907875
2017-06-04 22:35:00,100.280178
2017-06-04 22:45:00,100.24408145
2017-06-04 22:55:00,100.1962662
2017-06-04 23:05:00,100.13701995
2017-06-04 23:15:00,100.07965775
2017-06-04 23:25:00,100.00493225
2017-06-04 23:35:00,99.950028
2017-06-04 23:45:00,99.89309875
2017-06-04 23:55:00,99.8301652
2017-06-05 00:05:00,99.7850972
2017-06-05 00:15:00,99.7337381
2017-06-05 00:25:00,99.68375225
2017-06-05 00:35:00,99.6415079
2017-06-05 00:45:00,99.59730725
2017-06-05 00:55:00,99.5531845
2017-06-05 01:05:00,99.52099225
2017-06-05 01:15:00,99.49017645
2017-06-05 01:25:00,99.45769415
2017-06-05 01:35:00,99.4250622222222
2017-06-05 01:45:00,99.4059033
2017-06-05 01:55:00,99.38666045
2017-06-05 02:05:00,99.36510475
2017-06-05 02:15:00,99.34991075
2017-06-05 02:25:00,99.3335648
2017-06-05 02:35:00,99.330019
2017-06-05 02:45:00,99.3303816
2017-06-05 02:55:00,99.33146675
2017-06-05 03:05:00,99.33255045
2017-06-05 03:15:00,99.3440528
2017-06-05 03:25:00,99.3571455
2017-06-05 03:35:00,99.37487025
2017-06-05 03:45:00,99.3898407
2017-06-05 03:55:00,99.41103775
2017-06-05 04:05:00,99.434185
2017-06-05 04:15:00,99.4672464
2017-06-05 04:25:00,99.50392125
2017-06-05 04:35:00,99.55028925
2017-06-05 04:45:00,99.5929681
2017-06-05 04:55:00,99.6376724
2017-06-05 05:05:00,99.68266675
2017-06-05 05:15:00,99.721585
2017-06-05 05:25:00,99.762602
2017-06-05 05:35:00,99.8021711
2017-06-05 05:45:00,99.8503462
2017-06-05 05:55:00,99.90431065
2017-06-05 06:05:00,99.97129425
2017-06-05 06:15:00,100.049901222222
2017-06-05 06:25:00,100.10692975
2017-06-05 06:35:00,100.14975315
2017-06-05 06:45:00,100.212582833333
2017-06-05 06:55:00,100.25898425
2017-06-05 07:05:00,100.2994194
2017-06-05 07:15:00,100.3363118
2017-06-05 07:25:00,100.3680681
2017-06-05 07:35:00,100.4024306
2017-06-05 07:45:00,100.43751325
2017-06-05 07:55:00,100.4627616
2017-06-05 08:05:00,100.49220245
2017-06-05 08:15:00,100.50486025
2017-06-05 08:25:00,100.5192545
2017-06-05 08:35:00,100.53733945
2017-06-05 08:45:00,100.537218166667
2017-06-05 08:55:00,100.55542375
2017-06-05 09:05:00,100.5421877
2017-06-05 09:15:00,100.52793615
2017-06-05 09:25:00,100.5137564
2017-06-05 09:35:00,100.4972629
2017-06-05 09:45:00,100.4653625
2017-06-05 09:55:00,100.4367905
2017-06-05 10:05:00,100.426735
2017-06-05 10:15:00,100.38940825
2017-06-05 10:25:00,100.35468825
2017-06-05 10:35:00,100.3282834
2017-06-05 10:45:00,100.2991302
2017-06-05 10:55:00,100.256668
2017-06-05 11:05:00,100.2208615
2017-06-05 11:15:00,100.18049725
2017-06-05 11:25:00,100.1275445
2017-06-05 11:35:00,100.06041415
2017-06-05 11:45:00,100.00030345
2017-06-05 11:55:00,99.93932295
2017-06-05 12:05:00,99.8811431875
2017-06-05 12:15:00,99.8269805
2017-06-05 12:25:00,99.7830006
2017-06-05 12:35:00,99.74053575
2017-06-05 12:45:00,99.70082315
2017-06-05 12:55:00,99.6577808
2017-06-05 13:05:00,99.6129339
2017-06-05 13:15:00,99.560415
2017-06-05 13:25:00,99.5234524
2017-06-05 13:35:00,99.4833775
2017-06-05 13:45:00,99.4455445
2017-06-05 13:55:00,99.425867
2017-06-05 14:05:00,99.394039
2017-06-05 14:15:00,99.38644225
2017-06-05 14:25:00,99.3745073
2017-06-05 14:35:00,99.3563507
2017-06-05 14:45:00,99.3481025
2017-06-05 14:55:00,99.3473815
2017-06-05 15:05:00,99.34448625
2017-06-05 15:15:00,99.3481025
2017-06-05 15:25:00,99.35526565
2017-06-05 15:35:00,99.362717
2017-06-05 15:45:00,99.3781961
2017-06-05 15:55:00,99.4019235
2017-06-05 16:05:00,99.41892365
2017-06-05 16:15:00,99.44792925
2017-06-05 16:25:00,99.4819295
2017-06-05 16:35:00,99.51339805
2017-06-05 16:45:00,99.57415775
2017-06-05 16:55:00,99.6110535
2017-06-05 17:05:00,99.6613255
2017-06-05 17:15:00,99.71594225
2017-06-05 17:25:00,99.761877
2017-06-05 17:35:00,99.8303099
2017-06-05 17:45:00,99.8988861
2017-06-05 17:55:00,99.9712945
2017-06-05 18:05:00,100.03965465
2017-06-05 18:15:00,100.12030975
2017-06-05 18:25:00,100.1933752
2017-06-05 18:35:00,100.270052
2017-06-05 18:45:00,100.32538975
2017-06-05 18:55:00,100.379601388889
2017-06-05 19:05:00,100.4400434
2017-06-05 19:15:00,100.48887275
2017-06-05 19:25:00,100.54963675
